epoch,train_loss,test_loss,test_peak_dist_t1,test_peak_dist_t2,test_peak_dist_t3,test_peak_dist_t4,test_psr_k5_5_t1,test_psr_k5_5_t2,test_psr_k5_5_t3,test_psr_k5_5_t4,test_peak_dist_mean,test_psr_aggregate
1,117.25258510020556,109.48497812371505,9.3748499408445,10.465524312963778,12.440655141374565,11.812672297301363,0.5592105263157895,0.4654605263157895,0.5394736842105263,0.49506578947368424,11.02342542312105,0.5148026315789473
2,109.87566363087016,104.82768068815533,9.074815107662884,12.759000352434175,12.123035514129004,10.300788002883271,0.5838815789473685,0.43914473684210525,0.5296052631578947,0.5328947368421053,11.064409744277333,0.5213815789473684
3,106.5636092128016,102.17826240941098,8.099093709919343,12.69820350126181,11.937304434572596,9.861873426221255,0.6266447368421053,0.375,0.5509868421052632,0.5345394736842105,10.649118767993752,0.5217927631578948
4,104.35624977238271,100.826239134136,7.537732665245329,12.28542415685905,11.64486595724233,9.718046800753848,0.6546052631578947,0.375,0.5756578947368421,0.5098684210526315,10.29651739502514,0.528782894736842
5,103.26833878828018,100.2045340287058,7.024842429919086,11.753728214061809,11.532053537251647,9.77176174710846,0.662828947368421,0.3782894736842105,0.5723684210526315,0.4654605263157895,10.02059648208525,0.519736842105263
6,102.48150137379683,99.52587810315583,6.807020703676585,10.650960006921022,11.523661519688556,9.564489225500026,0.662828947368421,0.375,0.5773026315789473,0.49835526315789475,9.636532863946547,0.5283717105263158
7,101.31334134096599,99.23779276797646,6.625810716385021,10.50746127681254,11.32882587487551,9.593398879275453,0.662828947368421,0.3667763157894737,0.5838815789473685,0.4720394736842105,9.513874186837132,0.5213815789473685
8,101.24804122671897,99.16243061266448,6.57624911990392,10.990812646269797,11.381571368450487,9.656508733709664,0.6233552631578947,0.35526315789473684,0.5707236842105263,0.40131578947368424,9.651285467083467,0.48766447368421056
9,100.8531599097489,98.95778294613487,6.457327504655587,9.682248120042937,11.235971910316149,9.525971700005476,0.5838815789473685,0.3470394736842105,0.555921052631579,0.3618421052631579,9.225379808755036,0.462171052631579
10,100.77434598806813,98.86466076499538,6.381854345112284,10.565376812114659,11.211835062080633,9.7046191569822,0.5526315789473685,0.3371710526315789,0.5444078947368421,0.32730263157894735,9.465921344072445,0.4403782894736842
11,100.4635937095347,98.80554721229954,6.357020929499832,10.024894450850649,11.400303722685356,9.804346854696567,0.5608552631578947,0.3305921052631579,0.5526315789473685,0.32730263157894735,9.396641489433101,0.44284539473684215
12,100.1916230343982,98.50003754465203,6.310564109826659,9.969389285691733,11.090716181152159,9.620524633925072,0.555921052631579,0.30756578947368424,0.5526315789473685,0.39144736842105265,9.247798552648906,0.45189144736842113
13,100.11906863049249,98.5488973918714,6.2975635393551865,10.20984472450032,11.182866690503,9.622144818521802,0.537828947368421,0.32730263157894735,0.5509868421052632,0.40460526315789475,9.328104943220078,0.4551809210526315
14,99.88164410670159,98.33209870990954,6.228070223726561,10.444390555335328,11.147389148382647,9.737580747254707,0.4901315789473684,0.3026315789473684,0.5263157894736842,0.31743421052631576,9.389357668674812,0.4091282894736842
15,99.68604974061745,98.20418387965152,6.1531987476408245,9.751676032148973,11.059776669854669,9.747567216614515,0.4901315789473684,0.29605263157894735,0.5164473684210527,0.33881578947368424,9.178054666564744,0.41036184210526316
16,99.4906505774398,98.0794896577534,6.166248380611701,10.042873536038122,11.179761024326814,9.740496655207078,0.4473684210526316,0.26973684210526316,0.4720394736842105,0.27631578947368424,9.282344899045928,0.3663651315789474
17,99.57180292962006,98.11696002357884,6.16388275614723,9.900299272399733,11.235559362754303,9.798888194318115,0.4506578947368421,0.2713815789473684,0.4769736842105263,0.3256578947368421,9.274657396404846,0.3811677631578947
18,99.33356050101433,97.96092384739926,6.14795379899062,10.00252447536052,11.332160955547497,9.756277887916786,0.4161184210526316,0.25,0.42598684210526316,0.2532894736842105,9.309729279453856,0.3363486842105263
19,99.26543921792046,98.00059368735866,6.082164325306409,10.026384184506776,11.214760439978066,9.712286666821067,0.3930921052631579,0.24835526315789475,0.40789473684210525,0.25,9.25889890415308,0.3248355263157895
20,99.02057179825081,97.9110137537906,6.108480114780093,9.627596759438743,11.091412739089666,9.807178805085355,0.36348684210526316,0.23684210526315788,0.36019736842105265,0.23848684210526316,9.158667104598464,0.2997532894736842
21,99.01113956936156,97.87350303248355,6.098611693727461,10.022886299417834,11.063921897733035,9.736417671058147,0.32730263157894735,0.20888157894736842,0.29605263157894735,0.21217105263157895,9.23045939048412,0.2611019736842105
22,98.87930525468857,97.79677682173879,6.101486799151467,9.806893290266053,11.203295403530959,9.68753866262393,0.31085526315789475,0.20723684210526316,0.2878289473684211,0.22532894736842105,9.199803538893102,0.2578125
23,98.68709650619255,97.80265647486637,6.0658136938223866,10.253556571798272,11.294217769350428,9.65891900513049,0.31414473684210525,0.21217105263157895,0.28618421052631576,0.22861842105263158,9.318126760025395,0.2602796052631579
24,98.69823114384604,97.76054181550678,6.067078312895946,9.97148903649741,11.208596640320767,9.692470323031893,0.27631578947368424,0.17598684210526316,0.24671052631578946,0.20230263157894737,9.234908578186504,0.22532894736842105
25,98.4636273463128,97.77022592644943,6.0103070094510125,9.720203138865555,10.990537851220116,9.620900958564404,0.23684210526315788,0.16940789473684212,0.22203947368421054,0.17927631578947367,9.085487239525273,0.20189144736842105
26,98.4315226012172,97.79153301841335,6.055561960455699,9.823583458717733,11.263544442985658,9.767612360291437,0.17763157894736842,0.13486842105263158,0.17598684210526316,0.14309210526315788,9.227575555612631,0.15789473684210525
27,98.45818672390932,97.61600855777138,6.044251278918885,9.500789373239252,11.234753320238257,9.742208161204431,0.17927631578947367,0.13980263157894737,0.18585526315789475,0.15460526315789475,9.130500533400205,0.1648848684210526
28,98.2137911464628,97.7133385507684,6.009509328876752,10.229930232218623,11.219763567040637,9.76682229426757,0.15460526315789475,0.11842105263157894,0.17269736842105263,0.15296052631578946,9.306506355600895,0.14967105263157895
29,98.21750811582112,97.58908663297954,6.001251394174567,9.924803073500598,11.351269046149657,9.773589496770349,0.13651315789473684,0.10526315789473684,0.15460526315789475,0.13486842105263158,9.262728252648792,0.1328125
30,98.23946115061723,97.87221687718441,6.042495592225522,10.100969285968457,11.55892552651244,9.65258973122915,0.10197368421052631,0.07730263157894737,0.12664473684210525,0.11842105263157894,9.338745033983892,0.10608552631578946
31,97.95706830103752,97.63600540161133,6.0387917502811055,10.529378726147504,11.429458802225062,9.556760010806673,0.10032894736842106,0.09539473684210527,0.14802631578947367,0.13815789473684212,9.388597322365086,0.12047697368421054
32,98.0897294987631,97.62487210725483,6.003441486705566,9.801651472216605,11.49128650862557,9.481759469754362,0.09868421052631579,0.09703947368421052,0.14473684210526316,0.13980263157894737,9.194534734325526,0.12006578947368421
33,97.94105352749482,97.65327373303865,6.0387917502811055,10.209678446232976,11.636133200151942,9.575592518667591,0.06578947368421052,0.05592105263157895,0.1069078947368421,0.12006578947368421,9.365048978833403,0.08717105263157895
34,97.7285333496431,97.47387876008686,6.025542329037599,9.488196259365482,11.497176420683118,9.638656626983014,0.05098684210526316,0.047697368421052634,0.1069078947368421,0.10855263157894737,9.162392909017303,0.07853618421052633
35,97.6168549258406,97.55268438238846,5.97317050246316,9.911142774475316,11.925186516493921,9.62300843372817,0.024671052631578948,0.04111842105263158,0.07894736842105263,0.0805921052631579,9.358127056790142,0.05633223684210527
